,accommodation_id,accommodation_name,airbnb_account_id,accommodation_link,channel_name,local_status,publishment_status,alert,sync_alert,rejection_alert,warning_alert,review_count,review_value,cleanliness_value,location_value,truthfulness_value,checkin_value,communication_value
90,443756,CV410 (Zona3),1381764,airbnb.com.br/rooms/1005839814307006760,airbnb,True,active,0,,False,,51,4.7,4.9,4.8,4.8,4.8,4.8
91,444456,GRC701 (Zona4),1381764,airbnb.com.br/rooms/1000021346041295404,airbnb,True,active,1,,False,,39,4.7,4.9,4.8,4.9,4.8,4.6
92,444899,VM201 (Zona1),573192868,airbnb.com.br/rooms/1153015264593174298,airbnb,True,active,1,,False,,31,4.7,4.8,4.9,4.7,4.7,4.5
93,451396,PC204 (Zona3),1381764,airbnb.com.br/rooms/1039043268055335726,airbnb,True,active,0,,False,,50,4.8,4.8,4.8,4.9,4.8,4.7
94,451907,NSC904 (Zona2),1381764,airbnb.com.br/rooms/1036270614627886298,airbnb,True,active,0,,False,,47,4.8,4.8,4.5,4.8,4.8,4.7
95,452229,BR401 (Zona3),573192868,airbnb.com.br/rooms/1153024742692951360,airbnb,True,active,2,,False,,32,4.7,4.8,4.6,4.9,4.8,4.9
96,452230,FMS502 (Zona3),1381764,airbnb.com.br/rooms/1035548398342201519,airbnb,True,error,2,,True,,46,4.6,4.8,4.8,4.8,4.6,4.6
97,452493,PL804 (Zona2),1381764,airbnb.com.br/rooms/1160878636929722357,airbnb,True,active,1,,False,,37,4.8,4.8,4.8,4.7,4.5,4.6
98,454630,SCT1202 (Zona4),573192722,airbnb.com.br/rooms/1150779891724606856,airbnb,True,active,1,,False,,30,4.4,4.5,4.7,4.5,4.5,4.4
99,454936,NSC1209 (Zona2),1381764,airbnb.com.br/rooms/1049347935813907968,airbnb,True,active,0,,False,,38,4.8,4.9,4.8,4.9,4.7,4.6
100,455568,NSC1004 (Zona4),1381764,airbnb.com.br/rooms/1111567726128252249,airbnb,True,active,1,,False,,28,4.5,4.7,4.8,4.6,4.3,4.3
101,456930,AP302 (Zona1),1381764,airbnb.com.br/rooms/1049346139516039208,airbnb,True,active,2,,False,,32,4.5,4.8,4.9,4.7,4.1,4.6
102,457603,SC602 (Zona3),1381764,airbnb.com.br/rooms/1064592025329272345,airbnb,True,active,0,,False,,52,4.8,4.9,4.6,4.8,4.7,4.6
103,461111,CT404 (Zona4),1381764,airbnb.com.br/rooms/1148492841696977385,airbnb,True,active,0,,False,,15,4.7,4.9,4.9,4.7,5,4.6
104,461985,SL501 (Zona2),1381764,airbnb.com.br/rooms/1075381613530642397,airbnb,True,active,0,,False,,39,4.7,4.8,4.9,4.7,4.6,4.8
105,463086,BPremium T1 1208.4 (Barra),1381764,airbnb.com.br/rooms/47920759,airbnb,True,active,0,,False,,12,4.8,4.4,4.8,4.9,4.7,4.3
106,463090,BPremium T3 0405.4 (Barra),1381764,airbnb.com.br/rooms/47920761,airbnb,True,active,0,,False,,6,3.2,3.2,4.7,3,4.3,4
107,463091,BPremium T4 0405.3 (Barra),1381764,airbnb.com.br/rooms/47920762,airbnb,True,active,0,,False,,59,4.4,4.4,4.8,4.5,4.6,4.4
108,465623,Salvador (ZonaX),659754543,airbnb.com.br/rooms/1289165828793334536,airbnb,True,active,0,,False,,3,3.3,3.3,3.3,3.3,3.7,3.3
109,470135,BR904 (Zona3),1381764,airbnb.com.br/rooms/1121616037148669801,airbnb,True,active,0,,False,,56,4.8,4.9,4.9,4.9,4.8,4.8
110,470137,STC504 (Zona3),592964680,airbnb.com.br/rooms/1405090449102936007,airbnb,True,error,2,,True,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
111,472326,RD1205 (Zona4),573192868,airbnb.com.br/rooms/1184182422894607353,airbnb,True,active,0,,False,,37,4.8,5.0,4.8,4.8,4.9,4.9
112,475171,CDL1004 (Zona4),1381764,airbnb.com.br/rooms/1146310029283108633,airbnb,True,error,2,,True,,18,4.3,4.7,4.4,4.4,4.9,4.6
113,475175,BR608 (Zona4),1381764,airbnb.com.br/rooms/1121616439323703146,airbnb,True,active,1,,False,,25,4.5,4.8,4.9,4.6,4.3,4.3
114,483397,HG610 (Zona3),1381764,airbnb.com.br/rooms/1174019332332650198,airbnb,True,active,0,,False,,26,4.5,4.8,4.7,4.5,4.8,4.8
115,486348,MFB302 (Zona3),592964680,airbnb.com.br/rooms/1244883148421690179,airbnb,True,active,0,,False,,16,4.8,5,4.6,4.8,4.6,4.8
116,490095,Mangaratiba (ZonaX),659754543,airbnb.com.br/rooms/1289171203326605264,airbnb,True,active,0,,False,,1,4,4,5,3,5,4
117,493244,MRF1307 (Zona4),573192868,airbnb.com.br/rooms/1218257092592757856,airbnb,True,active,0,,False,,16,4.8,4.9,4.9,4.9,5,4.9
118,494425,GS501 (Zona4),592964680,airbnb.com.br/rooms/1237093927657580610,airbnb,True,active,0,,False,,10,4.5,4.6,4.7,4.3,5,4.9
119,495700,SF228 (Zona2),592964680,airbnb.com.br/rooms/1244846390643756298,airbnb,True,active,1,,False,,15,4.4,4.5,4.8,4.6,4.5,4.4
120,495940,NSC1003 (Zona3),592964680,airbnb.com.br/rooms/1239127250744492962,airbnb,True,active,0,,False,,19,4.6,4.7,4.8,4.7,4.7,4.7
121,499251,CJ202 (Zona3),592964680,airbnb.com.br/rooms/1315924378713038986,airbnb,True,active,1,,False,,12,4.6,4.7,4.8,4.7,4.4,4.6
122,499800,SA1005 (Barra),592964680,airbnb.com.br/rooms/1254263572801994473,airbnb,True,active,1,,False,,14,4.6,4.6,4.8,4.7,3.9,4.5
123,500778,NS103 (Zona1),592964680,airbnb.com.br/rooms/1247204349228196570,airbnb,True,active,2,,False,,26,4.5,4.7,4.9,4.7,4.3,4.5
124,501044,NSC205 (Zona3),592964680,airbnb.com.br/rooms/1254256844785255476,airbnb,True,active,0,,False,,24,4.8,4.9,4.9,4.9,4.6,4.9
125,503771,BT302B (Zona1),592964680,airbnb.com.br/rooms/1318785168193940593,airbnb,True,active,1,,False,,6,3.5,4.2,4.5,4.5,4,3.3
126,505728,NSC309 (Zona2),592964680,airbnb.com.br/rooms/1279003943899325225,airbnb,True,active,0,,False,,15,4.9,4.9,4.9,4.8,4.7,4.8
127,506584,AV806 (Barra),592964680,airbnb.com.br/rooms/1294956585594530144,airbnb,True,active,0,,False,,18,4.9,4.9,4.7,4.9,4.8,4.9
128,506585,PJ909 (Zona4),592964680,airbnb.com.br/rooms/1340744570312307432,airbnb,True,active,0,,False,,10,4.6,4.7,5,4.9,4.9,4.7
